location,date,vaccine,total_vaccinations
France,2021-06-17,Oxford/AstraZeneca,6204912
France,2021-06-17,Pfizer/BioNTech,36610563
France,2021-06-18,Johnson&Johnson,507950
France,2021-06-18,Moderna,4396375
France,2021-06-18,Oxford/AstraZeneca,6324667
France,2021-06-18,Pfizer/BioNTech,37167729
France,2021-06-19,Johnson&Johnson,513538
France,2021-06-19,Moderna,4445829
France,2021-06-19,Oxford/AstraZeneca,6364849
France,2021-06-19,Pfizer/BioNTech,37570969
France,2021-06-20,Johnson&Johnson,514357
France,2021-06-20,Moderna,4459637
France,2021-06-20,Oxford/AstraZeneca,6368399
France,2021-06-20,Pfizer/BioNTech,37729830
France,2021-06-21,Johnson&Johnson,519455
France,2021-06-21,Moderna,4520076
France,2021-06-21,Oxford/AstraZeneca,6408435
France,2021-06-21,Pfizer/BioNTech,38222734
France,2021-06-22,Johnson&Johnson,527385
France,2021-06-22,Moderna,4598079
France,2021-06-22,Oxford/AstraZeneca,6479508
France,2021-06-22,Pfizer/BioNTech,38757231
France,2021-06-23,Johnson&Johnson,534515
France,2021-06-23,Moderna,4669530
France,2021-06-23,Oxford/AstraZeneca,6531282
France,2021-06-23,Pfizer/BioNTech,39301622
France,2021-06-24,Johnson&Johnson,543204
France,2021-06-24,Moderna,4748320
France,2021-06-24,Oxford/AstraZeneca,6609759
France,2021-06-24,Pfizer/BioNTech,39788062
France,2021-06-25,Johnson&Johnson,553410
France,2021-06-25,Moderna,4842214
France,2021-06-25,Oxford/AstraZeneca,6701132
France,2021-06-25,Pfizer/BioNTech,40343447
France,2021-06-26,Johnson&Johnson,558269
France,2021-06-26,Moderna,4917872
France,2021-06-26,Oxford/AstraZeneca,6734905
France,2021-06-26,Pfizer/BioNTech,40753520
France,2021-06-27,Johnson&Johnson,559030
France,2021-06-27,Moderna,4949781
France,2021-06-27,Oxford/AstraZeneca,6739084
France,2021-06-27,Pfizer/BioNTech,40928977
France,2021-06-28,Johnson&Johnson,563859
France,2021-06-28,Moderna,5016832
France,2021-06-28,Oxford/AstraZeneca,6770189
France,2021-06-28,Pfizer/BioNTech,41434757
France,2021-06-29,Johnson&Johnson,570981
France,2021-06-29,Moderna,5096723
France,2021-06-29,Oxford/AstraZeneca,6827260
France,2021-06-29,Pfizer/BioNTech,41981779
France,2021-06-30,Johnson&Johnson,577726
France,2021-06-30,Moderna,5171151
France,2021-06-30,Oxford/AstraZeneca,6873315
France,2021-06-30,Pfizer/BioNTech,42541813
France,2021-07-01,Johnson&Johnson,585948
France,2021-07-01,Moderna,5251734
France,2021-07-01,Oxford/AstraZeneca,6940206
France,2021-07-01,Pfizer/BioNTech,43076851
France,2021-07-02,Johnson&Johnson,595412
France,2021-07-02,Moderna,5338104
France,2021-07-02,Oxford/AstraZeneca,7032015
France,2021-07-02,Pfizer/BioNTech,43639240
France,2021-07-03,Johnson&Johnson,600272
France,2021-07-03,Moderna,5407438
France,2021-07-03,Oxford/AstraZeneca,7063836
France,2021-07-03,Pfizer/BioNTech,44044706
France,2021-07-04,Johnson&Johnson,600960
France,2021-07-04,Moderna,5432722
France,2021-07-04,Oxford/AstraZeneca,7068257
France,2021-07-04,Pfizer/BioNTech,44212515
France,2021-07-05,Johnson&Johnson,605746
France,2021-07-05,Moderna,5471348
France,2021-07-05,Oxford/AstraZeneca,7102830
France,2021-07-05,Pfizer/BioNTech,44723542
France,2021-07-06,Johnson&Johnson,613490
France,2021-07-06,Moderna,5522245
France,2021-07-06,Oxford/AstraZeneca,7159935
France,2021-07-06,Pfizer/BioNTech,45280864
France,2021-07-07,Johnson&Johnson,620587
France,2021-07-07,Moderna,5570445
France,2021-07-07,Oxford/AstraZeneca,7203928
France,2021-07-07,Pfizer/BioNTech,45835494
France,2021-07-08,Johnson&Johnson,629842
France,2021-07-08,Moderna,5630599
France,2021-07-08,Oxford/AstraZeneca,7265862
France,2021-07-08,Pfizer/BioNTech,46361662
France,2021-07-09,Johnson&Johnson,640142
France,2021-07-09,Moderna,5712149
France,2021-07-09,Oxford/AstraZeneca,7336047
France,2021-07-09,Pfizer/BioNTech,46940301
France,2021-07-10,Johnson&Johnson,644791
France,2021-07-10,Moderna,5759293
France,2021-07-10,Oxford/AstraZeneca,7361788
France,2021-07-10,Pfizer/BioNTech,47352041
France,2021-07-11,Johnson&Johnson,645375
France,2021-07-11,Moderna,5765445
France,2021-07-11,Oxford/AstraZeneca,7365229
France,2021-07-11,Pfizer/BioNTech,47512381
France,2021-07-12,Johnson&Johnson,651269
France,2021-07-12,Moderna,5815784
France,2021-07-12,Oxford/AstraZeneca,7389841
France,2021-07-12,Pfizer/BioNTech,48080346
France,2021-07-13,Johnson&Johnson,665526
France,2021-07-13,Moderna,5906270
France,2021-07-13,Oxford/AstraZeneca,7426312
France,2021-07-13,Pfizer/BioNTech,48755641
France,2021-07-14,Johnson&Johnson,667820
France,2021-07-14,Moderna,5916458
France,2021-07-14,Oxford/AstraZeneca,7429220
France,2021-07-14,Pfizer/BioNTech,49079242
France,2021-07-15,Johnson&Johnson,686081
France,2021-07-15,Moderna,6010864
France,2021-07-15,Oxford/AstraZeneca,7461910
France,2021-07-15,Pfizer/BioNTech,49785235
France,2021-07-16,Johnson&Johnson,708967
France,2021-07-16,Moderna,6131175
France,2021-07-16,Oxford/AstraZeneca,7503421
France,2021-07-16,Pfizer/BioNTech,50478342
France,2021-07-17,Johnson&Johnson,718720
France,2021-07-17,Moderna,6186789
France,2021-07-17,Oxford/AstraZeneca,7518241
France,2021-07-17,Pfizer/BioNTech,50978438
France,2021-07-18,Johnson&Johnson,720074
France,2021-07-18,Moderna,6197789
France,2021-07-18,Oxford/AstraZeneca,7521126
France,2021-07-18,Pfizer/BioNTech,51187978
France,2021-07-19,Johnson&Johnson,733070
France,2021-07-19,Moderna,6259553
France,2021-07-19,Oxford/AstraZeneca,7539656
France,2021-07-19,Pfizer/BioNTech,51806886
France,2021-07-20,Johnson&Johnson,750418
France,2021-07-20,Moderna,6356250
France,2021-07-20,Oxford/AstraZeneca,7568734
France,2021-07-20,Pfizer/BioNTech,52494811
France,2021-07-21,Johnson&Johnson,766048
France,2021-07-21,Moderna,6436371
France,2021-07-21,Oxford/AstraZeneca,7590154
France,2021-07-21,Pfizer/BioNTech,53182850
France,2021-07-22,Johnson&Johnson,784321
France,2021-07-22,Moderna,6533880
France,2021-07-22,Oxford/AstraZeneca,7619858
France,2021-07-22,Pfizer/BioNTech,53868158
France,2021-07-23,Johnson&Johnson,804780
France,2021-07-23,Moderna,6651418
France,2021-07-23,Oxford/AstraZeneca,7652637
France,2021-07-23,Pfizer/BioNTech,54560943
France,2021-07-24,Johnson&Johnson,814084
France,2021-07-24,Moderna,6709236
France,2021-07-24,Oxford/AstraZeneca,7660492
France,2021-07-24,Pfizer/BioNTech,55041619
France,2021-07-25,Johnson&Johnson,815432
France,2021-07-25,Moderna,6718639
France,2021-07-25,Oxford/AstraZeneca,7662058
France,2021-07-25,Pfizer/BioNTech,55230610
France,2021-07-26,Johnson&Johnson,826470
France,2021-07-26,Moderna,6777482
France,2021-07-26,Oxford/AstraZeneca,7673721
France,2021-07-26,Pfizer/BioNTech,55821360
France,2021-07-27,Johnson&Johnson,841155
France,2021-07-27,Moderna,6874635
France,2021-07-27,Oxford/AstraZeneca,7691897
France,2021-07-27,Pfizer/BioNTech,56477378
France,2021-07-28,Johnson&Johnson,854089
France,2021-07-28,Moderna,6956506
France,2021-07-28,Oxford/AstraZeneca,7705038
France,2021-07-28,Pfizer/BioNTech,57120483
France,2021-07-29,Johnson&Johnson,868207
France,2021-07-29,Moderna,7057901
France,2021-07-29,Oxford/AstraZeneca,7722080
France,2021-07-29,Pfizer/BioNTech,57756411
France,2021-07-30,Johnson&Johnson,883721
France,2021-07-30,Moderna,7170308
France,2021-07-30,Oxford/AstraZeneca,7741398
France,2021-07-30,Pfizer/BioNTech,58375636
France,2021-07-31,Johnson&Johnson,890548
France,2021-07-31,Moderna,7221331
France,2021-07-31,Oxford/AstraZeneca,7745559
France,2021-07-31,Pfizer/BioNTech,58784852
France,2021-08-01,Johnson&Johnson,891451
France,2021-08-01,Moderna,7229033
France,2021-08-01,Oxford/AstraZeneca,7746155
France,2021-08-01,Pfizer/BioNTech,58937791
France,2021-08-02,Johnson&Johnson,899366
France,2021-08-02,Moderna,7281183
France,2021-08-02,Oxford/AstraZeneca,7751750
France,2021-08-02,Pfizer/BioNTech,59449351
France,2021-08-03,Johnson&Johnson,910183
France,2021-08-03,Moderna,7365550
France,2021-08-03,Oxford/AstraZeneca,7759863
France,2021-08-03,Pfizer/BioNTech,59991210
France,2021-08-04,Johnson&Johnson,919929
France,2021-08-04,Moderna,7433152
France,2021-08-04,Oxford/AstraZeneca,7765223
France,2021-08-04,Pfizer/BioNTech,60504716
France,2021-08-05,Johnson&Johnson,929769
France,2021-08-05,Moderna,7519548
France,2021-08-05,Oxford/AstraZeneca,7769409
France,2021-08-05,Pfizer/BioNTech,61000720
France,2021-08-06,Johnson&Johnson,939971
France,2021-08-06,Moderna,7620238
France,2021-08-06,Oxford/AstraZeneca,7774689
France,2021-08-06,Pfizer/BioNTech,61517588
France,2021-08-07,Johnson&Johnson,945078
France,2021-08-07,Moderna,7663058
France,2021-08-07,Oxford/AstraZeneca,7776833
France,2021-08-07,Pfizer/BioNTech,61859595
France,2021-08-08,Johnson&Johnson,946302
France,2021-08-08,Moderna,7670579
France,2021-08-08,Oxford/AstraZeneca,7777507
France,2021-08-08,Pfizer/BioNTech,61987778
France,2021-08-09,Johnson&Johnson,952649
France,2021-08-09,Moderna,7721089
France,2021-08-09,Oxford/AstraZeneca,7780349
France,2021-08-09,Pfizer/BioNTech,62447888
France,2021-08-10,Johnson&Johnson,961407
France,2021-08-10,Moderna,7799734
France,2021-08-10,Oxford/AstraZeneca,7784611
France,2021-08-10,Pfizer/BioNTech,62942752
France,2021-08-11,Johnson&Johnson,969364
France,2021-08-11,Moderna,7860303
France,2021-08-11,Oxford/AstraZeneca,7787635
France,2021-08-11,Pfizer/BioNTech,63412508
France,2021-08-12,Johnson&Johnson,977968
France,2021-08-12,Moderna,7938067
France,2021-08-12,Oxford/AstraZeneca,7790554
France,2021-08-12,Pfizer/BioNTech,63874736
France,2021-08-13,Johnson&Johnson,985527
France,2021-08-13,Moderna,8017868
France,2021-08-13,Oxford/AstraZeneca,7793111
France,2021-08-13,Pfizer/BioNTech,64316126
France,2021-08-14,Johnson&Johnson,989327
France,2021-08-14,Moderna,8058728
France,2021-08-14,Oxford/AstraZeneca,7794204
France,2021-08-14,Pfizer/BioNTech,64613713
France,2021-08-15,Johnson&Johnson,990099
France,2021-08-15,Moderna,8066344
France,2021-08-15,Oxford/AstraZeneca,7794427
France,2021-08-15,Pfizer/BioNTech,64694655
France,2021-08-16,Johnson&Johnson,994112
France,2021-08-16,Moderna,8118742
France,2021-08-16,Oxford/AstraZeneca,7795652
France,2021-08-16,Pfizer/BioNTech,65142443
France,2021-08-17,Johnson&Johnson,999738
France,2021-08-17,Moderna,8200672
France,2021-08-17,Oxford/AstraZeneca,7797357
France,2021-08-17,Pfizer/BioNTech,65606918
France,2021-08-18,Johnson&Johnson,1004924
France,2021-08-18,Moderna,8269492
France,2021-08-18,Oxford/AstraZeneca,7798930
France,2021-08-18,Pfizer/BioNTech,66056606
France,2021-08-19,Johnson&Johnson,1010430
France,2021-08-19,Moderna,8353737
France,2021-08-19,Oxford/AstraZeneca,7800536
France,2021-08-19,Pfizer/BioNTech,66484265
France,2021-08-20,Johnson&Johnson,1015652
France,2021-08-20,Moderna,8450139
France,2021-08-20,Oxford/AstraZeneca,7802349
France,2021-08-20,Pfizer/BioNTech,66934455
France,2021-08-21,Johnson&Johnson,1017977
France,2021-08-21,Moderna,8492656
France,2021-08-21,Oxford/AstraZeneca,7803031
France,2021-08-21,Pfizer/BioNTech,67232474
France,2021-08-22,Johnson&Johnson,1018379
France,2021-08-22,Moderna,8499903
France,2021-08-22,Oxford/AstraZeneca,7803257
France,2021-08-22,Pfizer/BioNTech,67343913
France,2021-08-23,Johnson&Johnson,1021308
France,2021-08-23,Moderna,8554418
France,2021-08-23,Oxford/AstraZeneca,7804346
France,2021-08-23,Pfizer/BioNTech,67785048
France,2021-08-24,Johnson&Johnson,1025057
France,2021-08-24,Moderna,8642614
France,2021-08-24,Oxford/AstraZeneca,7805446
France,2021-08-24,Pfizer/BioNTech,68233102
France,2021-08-25,Johnson&Johnson,1028607
France,2021-08-25,Moderna,8712206
France,2021-08-25,Oxford/AstraZeneca,7806433
France,2021-08-25,Pfizer/BioNTech,68662788
France,2021-08-26,Johnson&Johnson,1032323
France,2021-08-26,Moderna,8800701
France,2021-08-26,Oxford/AstraZeneca,7807485
France,2021-08-26,Pfizer/BioNTech,69057543
France,2021-08-27,Johnson&Johnson,1035952
France,2021-08-27,Moderna,8903731
France,2021-08-27,Oxford/AstraZeneca,7808631
France,2021-08-27,Pfizer/BioNTech,69488417
France,2021-08-28,Johnson&Johnson,1037680
France,2021-08-28,Moderna,8950290
France,2021-08-28,Oxford/AstraZeneca,7809100
France,2021-08-28,Pfizer/BioNTech,69781088
France,2021-08-29,Johnson&Johnson,1038073
France,2021-08-29,Moderna,8958024
France,2021-08-29,Oxford/AstraZeneca,7809356
France,2021-08-29,Pfizer/BioNTech,69883791
France,2021-08-30,Johnson&Johnson,1040096
France,2021-08-30,Moderna,9014579
France,2021-08-30,Oxford/AstraZeneca,7810049
France,2021-08-30,Pfizer/BioNTech,70271405
France,2021-08-31,Johnson&Johnson,1042588
France,2021-08-31,Moderna,9101034
France,2021-08-31,Oxford/AstraZeneca,7810898
France,2021-08-31,Pfizer/BioNTech,70655112
France,2021-09-01,Johnson&Johnson,1044695
France,2021-09-01,Moderna,9163734
France,2021-09-01,Oxford/AstraZeneca,7811499
France,2021-09-01,Pfizer/BioNTech,71032623
France,2021-09-02,Johnson&Johnson,1047025
France,2021-09-02,Moderna,9239764
France,2021-09-02,Oxford/AstraZeneca,7812257
France,2021-09-02,Pfizer/BioNTech,71339346
France,2021-09-03,Johnson&Johnson,1049425
France,2021-09-03,Moderna,9340614
France,2021-09-03,Oxford/AstraZeneca,7812978
France,2021-09-03,Pfizer/BioNTech,71675958
France,2021-09-04,Johnson&Johnson,1050812
France,2021-09-04,Moderna,9386549
France,2021-09-04,Oxford/AstraZeneca,7813329
France,2021-09-04,Pfizer/BioNTech,71948158
France,2021-09-05,Johnson&Johnson,1051242
France,2021-09-05,Moderna,9392692
France,2021-09-05,Oxford/AstraZeneca,7813453
France,2021-09-05,Pfizer/BioNTech,72012047
France,2021-09-06,Johnson&Johnson,1053004
France,2021-09-06,Moderna,9437218
France,2021-09-06,Oxford/AstraZeneca,7813974
France,2021-09-06,Pfizer/BioNTech,72253085
France,2021-09-07,Johnson&Johnson,1054692
France,2021-09-07,Moderna,9502384
France,2021-09-07,Oxford/AstraZeneca,7814584
France,2021-09-07,Pfizer/BioNTech,72479161
France,2021-09-08,Johnson&Johnson,1055998
France,2021-09-08,Moderna,9554261
France,2021-09-08,Oxford/AstraZeneca,7815068
France,2021-09-08,Pfizer/BioNTech,72749964
France,2021-09-09,Johnson&Johnson,1057406
France,2021-09-09,Moderna,9620085
France,2021-09-09,Oxford/AstraZeneca,7815563
France,2021-09-09,Pfizer/BioNTech,72956191
France,2021-09-10,Johnson&Johnson,1058950
France,2021-09-10,Moderna,9704638
France,2021-09-10,Oxford/AstraZeneca,7816088
France,2021-09-10,Pfizer/BioNTech,73203791
France,2021-09-11,Johnson&Johnson,1059694
France,2021-09-11,Moderna,9743020
France,2021-09-11,Oxford/AstraZeneca,7816396
France,2021-09-11,Pfizer/BioNTech,73411833
France,2021-09-12,Johnson&Johnson,1059865
France,2021-09-12,Moderna,9747917
France,2021-09-12,Oxford/AstraZeneca,7816482
France,2021-09-12,Pfizer/BioNTech,73454236
France,2021-09-13,Johnson&Johnson,1061192
France,2021-09-13,Moderna,9783484
France,2021-09-13,Oxford/AstraZeneca,7816885
France,2021-09-13,Pfizer/BioNTech,73648781
France,2021-09-14,Johnson&Johnson,1062691
France,2021-09-14,Moderna,9839912
France,2021-09-14,Oxford/AstraZeneca,7817251
France,2021-09-14,Pfizer/BioNTech,73849216
France,2021-09-15,Johnson&Johnson,1063805
France,2021-09-15,Moderna,9888265
France,2021-09-15,Oxford/AstraZeneca,7817572
France,2021-09-15,Pfizer/BioNTech,74099015
France,2021-09-16,Johnson&Johnson,1064923
France,2021-09-16,Moderna,9943820
France,2021-09-16,Oxford/AstraZeneca,7817977
France,2021-09-16,Pfizer/BioNTech,74280061
France,2021-09-17,Johnson&Johnson,1065834
France,2021-09-17,Moderna,10020577
France,2021-09-17,Oxford/AstraZeneca,7818379
France,2021-09-17,Pfizer/BioNTech,74487464
France,2021-09-18,Johnson&Johnson,1066298
France,2021-09-18,Moderna,10055151
France,2021-09-18,Oxford/AstraZeneca,7818591
France,2021-09-18,Pfizer/BioNTech,74655447
France,2021-09-19,Johnson&Johnson,1066481
France,2021-09-19,Moderna,10059368
France,2021-09-19,Oxford/AstraZeneca,7818652
France,2021-09-19,Pfizer/BioNTech,74684971
France,2021-09-20,Johnson&Johnson,1066941
France,2021-09-20,Moderna,10089513
France,2021-09-20,Oxford/AstraZeneca,7818939
France,2021-09-20,Pfizer/BioNTech,74842375
France,2021-09-21,Johnson&Johnson,1067372
France,2021-09-21,Moderna,10137220
France,2021-09-21,Oxford/AstraZeneca,7819288
France,2021-09-21,Pfizer/BioNTech,75000780
France,2021-09-22,Johnson&Johnson,1067766
France,2021-09-22,Moderna,10175672
France,2021-09-22,Oxford/AstraZeneca,7819584
France,2021-09-22,Pfizer/BioNTech,75207611
France,2021-09-23,Johnson&Johnson,1068251
France,2021-09-23,Moderna,10223133
France,2021-09-23,Oxford/AstraZeneca,7819902
France,2021-09-23,Pfizer/BioNTech,75356558
France,2021-09-24,Johnson&Johnson,1068672
France,2021-09-24,Moderna,10291889
France,2021-09-24,Oxford/AstraZeneca,7820252
France,2021-09-24,Pfizer/BioNTech,75526476
France,2021-09-25,Johnson&Johnson,1068963
France,2021-09-25,Moderna,10321822
France,2021-09-25,Oxford/AstraZeneca,7820439
France,2021-09-25,Pfizer/BioNTech,75662814
France,2021-09-26,Johnson&Johnson,1069036
France,2021-09-26,Moderna,10325959
France,2021-09-26,Oxford/AstraZeneca,7820508
France,2021-09-26,Pfizer/BioNTech,75684139
France,2021-09-27,Johnson&Johnson,1069306
France,2021-09-27,Moderna,10353006
France,2021-09-27,Oxford/AstraZeneca,7820839
France,2021-09-27,Pfizer/BioNTech,75814592
France,2021-09-28,Johnson&Johnson,1069626
France,2021-09-28,Moderna,10395548
France,2021-09-28,Oxford/AstraZeneca,7821150
France,2021-09-28,Pfizer/BioNTech,75937996
France,2021-09-29,Johnson&Johnson,1070016
France,2021-09-29,Moderna,10429920
France,2021-09-29,Oxford/AstraZeneca,7821416
France,2021-09-29,Pfizer/BioNTech,76101316
France,2021-09-30,Johnson&Johnson,1070412
France,2021-09-30,Moderna,10475069
France,2021-09-30,Oxford/AstraZeneca,7821660
France,2021-09-30,Pfizer/BioNTech,76220719
France,2021-10-01,Johnson&Johnson,1070856
France,2021-10-01,Moderna,10537577
France,2021-10-01,Oxford/AstraZeneca,7821852
France,2021-10-01,Pfizer/BioNTech,76376726
France,2021-10-02,Johnson&Johnson,1071071
France,2021-10-02,Moderna,10565160
France,2021-10-02,Oxford/AstraZeneca,7821958
France,2021-10-02,Pfizer/BioNTech,76487057
France,2021-10-03,Johnson&Johnson,1071154
France,2021-10-03,Moderna,10568454
France,2021-10-03,Oxford/AstraZeneca,7821994
France,2021-10-03,Pfizer/BioNTech,76501986
France,2021-10-04,Johnson&Johnson,1071526
France,2021-10-04,Moderna,10593712
France,2021-10-04,Oxford/AstraZeneca,7822189
France,2021-10-04,Pfizer/BioNTech,76621837
France,2021-10-05,Johnson&Johnson,1071818
France,2021-10-05,Moderna,10636429
France,2021-10-05,Oxford/AstraZeneca,7822371
France,2021-10-05,Pfizer/BioNTech,76737063
France,2021-10-06,Johnson&Johnson,1072083
France,2021-10-06,Moderna,10670197
France,2021-10-06,Oxford/AstraZeneca,7822571
France,2021-10-06,Pfizer/BioNTech,76889708
France,2021-10-07,Johnson&Johnson,1072362
France,2021-10-07,Moderna,10713958
France,2021-10-07,Oxford/AstraZeneca,7822739
France,2021-10-07,Pfizer/BioNTech,77003116
France,2021-10-08,Johnson&Johnson,1072735
France,2021-10-08,Moderna,10776758
France,2021-10-08,Oxford/AstraZeneca,7822913
France,2021-10-08,Pfizer/BioNTech,77157559
France,2021-10-09,Johnson&Johnson,1072936
France,2021-10-09,Moderna,10801610
France,2021-10-09,Oxford/AstraZeneca,7822998
France,2021-10-09,Pfizer/BioNTech,77258145
France,2021-10-10,Johnson&Johnson,1073032
France,2021-10-10,Moderna,10804562
France,2021-10-10,Oxford/AstraZeneca,7823023
France,2021-10-10,Pfizer/BioNTech,77270144
France,2021-10-11,Johnson&Johnson,1073289
France,2021-10-11,Moderna,10828251
France,2021-10-11,Oxford/AstraZeneca,7823168
France,2021-10-11,Pfizer/BioNTech,77387419
France,2021-10-12,Johnson&Johnson,1073505
France,2021-10-12,Moderna,10866580
France,2021-10-12,Oxford/AstraZeneca,7823304
France,2021-10-12,Pfizer/BioNTech,77504951
France,2021-10-13,Johnson&Johnson,1073751
France,2021-10-13,Moderna,10898614
France,2021-10-13,Oxford/AstraZeneca,7823451
France,2021-10-13,Pfizer/BioNTech,77649507
France,2021-10-14,Johnson&Johnson,1074079
France,2021-10-14,Moderna,10939846
France,2021-10-14,Oxford/AstraZeneca,7823632
France,2021-10-14,Pfizer/BioNTech,77759417
France,2021-10-15,Johnson&Johnson,1074426
France,2021-10-15,Moderna,10998865
France,2021-10-15,Oxford/AstraZeneca,7823816
France,2021-10-15,Pfizer/BioNTech,77912860
France,2021-10-16,Johnson&Johnson,1074597
France,2021-10-16,Moderna,11014540
France,2021-10-16,Oxford/AstraZeneca,7823912
France,2021-10-16,Pfizer/BioNTech,78008792
France,2021-10-17,Johnson&Johnson,1074669
France,2021-10-17,Moderna,11016569
France,2021-10-17,Oxford/AstraZeneca,7823945
France,2021-10-17,Pfizer/BioNTech,78019300
France,2021-10-18,Johnson&Johnson,1074960
France,2021-10-18,Moderna,11029222
France,2021-10-18,Oxford/AstraZeneca,7824094
France,2021-10-18,Pfizer/BioNTech,78142656
France,2021-10-19,Johnson&Johnson,1075181
France,2021-10-19,Moderna,11046103
France,2021-10-19,Oxford/AstraZeneca,7824257
France,2021-10-19,Pfizer/BioNTech,78271816
France,2021-10-20,Johnson&Johnson,1075435
France,2021-10-20,Moderna,11060133
France,2021-10-20,Oxford/AstraZeneca,7824416
France,2021-10-20,Pfizer/BioNTech,78441734
